StockCode,Year,Positive_Tone,Negative_Tone,Uncertainty_Tone,Word_Count
000001,2023,0.013648078725398314,0.0032802249297094657,0.004627460168697282,17072
000001,2023,0.010789324247586598,0.004258943781942078,0.0031232254400908573,14088
000001,2023,0.007394320115168172,0.006347336736029316,0.005431226279282816,15282
000001,2023,0.016147635524798153,0.004382929642445213,0.00392156862745098,13005
000001,2023,0.012703766160764475,0.004272062956717257,0.0032040472175379428,17790
000001,2023,0.015588365756289208,0.005069387237817629,0.006083264685381154,15781
000001,2023,0.010773258155457108,0.004530809504631494,0.003926701570680628,19864
000001,2023,0.014771142386205147,0.0041841004184100415,0.004564473183720046,15774
000002,2021,0.015978790484379477,0.006950415591860132,0.0018629979936944684,13956
000002,2022,0.013920758757839987,0.006807404007954719,0.002600581306409668,13074
000004,2014,0.007677716556769939,0.0027097823141540964,0.004606629934061963,11071
000004,2015,0.0063998557778979625,0.003154858482062376,0.004777357129980169,11094
000004,2016,0.006859942833809718,0.002041649652919559,0.0041649652919559,12245
000004,2017,0.007429307861420665,0.004700174361306952,0.006064741111363809,13191
000004,2018,0.004811963281018655,0.005034053893988748,0.005108084098312112,13508
000004,2021,0.007469758626456324,0.0064663582139472655,0.005518702268799821,17939
000004,2023,0.008022573863007636,0.005366825273874073,0.004536903839769835,18074
000005,2020,0.013641826923076923,0.004447115384615384,0.0036658653846153846,16640
000005,2022,0.010493664202745513,0.0031678986272439284,0.004223864836325237,15152
000005,2022,0.009031865232392937,0.004921859143495027,0.004414450984371828,19708
000005,2023,0.011087579419459325,0.003986545409243802,0.004983181761554753,16054
000005,2023,0.011365366076411792,0.005987112486681212,0.0043634887614795274,19709
000006,2014,0.009086283346659882,0.003997964672530348,0.0055971505415424875,13757
000006,2015,0.007343668867294711,0.0048957792448631405,0.00437652993101402,13481
000006,2016,0.007446886179455355,0.002701321457253413,0.003942469153829306,13697
000006,2017,0.006028909711629258,0.0026149487905861844,0.0037045107866637613,13767
000006,2018,0.006673436819962281,0.0022486580589003336,0.0038444799071521833,13786
000006,2019,0.007792786106575627,0.0023007273267032806,0.0042303696007124835,13474
000006,2021,0.006742161419126792,0.004647509327747594,0.003338351770635596,15277
000006,2022,0.006045708211533351,0.005182035609885729,0.004251926654265214,15052
000006,2023,0.007207073333828665,0.005349580206553236,0.004235084330187979,13459
000007,2015,0.004677754677754678,0.005613305613305614,0.004158004158004158,9620
000007,2016,0.008869725900831536,0.004804434862950416,0.003942100400369572,16235
000007,2016,0.010831773201390745,0.0024739235089596147,0.004346081840064188,14956
000007,2016,0.0076745261211280625,0.005362921867776237,0.003975959315765141,10815
000007,2017,0.005487326887901751,0.0067067328629910284,0.005226025607525477,11481
000007,2017,0.015569349750686884,0.0048845018825684336,0.004986262338455276,9827
000007,2018,0.010570216437765154,0.0021571870281153374,0.004601998993312721,13907
000007,2018,0.005239179954441914,0.0076309794988610475,0.006378132118451025,8780
000007,2018,0.01167693804735647,0.0033084657800843335,0.004022056438533895,15415
000007,2021,0.003971713649133004,0.004456068972198004,0.0036811004552940035,10323
000007,2022,0.004548635409377187,0.0047235829251224635,0.003761371588523443,11432
000008,2014,0.007797594359187059,0.005806719203649938,0.0071339693073413524,12055
000008,2015,0.01175139822786401,0.002387984666624772,0.0042103940174699934,15913
000008,2016,0.010600271169727598,0.0027116972759768272,0.0049919881671391594,16226
000008,2017,0.01334840031075641,0.0024719259834734093,0.005650116533653507,14159
000008,2018,0.013203498927215711,0.0015679154976068659,0.0018980029707872587,12118
000008,2019,0.01198683798182388,0.0016452522720150423,0.003917267314321529,12764
000008,2021,0.011128650355169693,0.0037884767166535124,0.004735595895816891,12670
000008,2022,0.01328031212484994,0.003676470588235294,0.0041266506602641055,13328
000008,2023,0.008611651939493785,0.006290250112325895,0.005391642953422196,13354
000009,2014,0.008744099667259924,0.0027857308674456393,0.0034821635843070493,12923
000009,2015,0.007423904974016332,0.001855976243504083,0.0025983667409057165,13470
000009,2016,0.010924369747899159,0.0028711484593837537,0.0035014005602240898,14280
000009,2019,0.0072300045187528245,0.0076818798011748755,0.006842682848105352,15491
000009,2020,0.010086537910481976,0.003954381339904865,0.0031520430970256173,17449
000009,2021,0.009587786259541984,0.008122137404580152,0.006229007633587786,16375
000009,2021,0.020482849027747434,0.0057351977277692815,0.004205811667030806,18308
000009,2022,0.016241737488196413,0.00881334592382751,0.0045955303745672015,15885
000009,2022,0.010728582866293034,0.008540165465705898,0.005497731518548172,18735
000009,2023,0.010046451334125527,0.009398293183536783,0.006805660581181808,18514
000010,2020,0.012372587986409386,0.005833707288928777,0.005513173921405218,15599
000010,2020,0.0222806358743272,0.007447740643384654,0.003942921517085993,15978
000010,2021,0.0074745453475369315,0.005296921899829322,0.0043552468954152195,16991
000010,2022,0.00723704385157927,0.004906470407850353,0.004845139527752223,16305
000010,2023,0.0071213190479245524,0.005709886443831398,0.00513248219670238,15587
000011,2023,0.00966268446943078,0.005270555165144062,0.003396579995315062,17076
000014,2023,0.00544069640914037,0.005150525933986217,0.004715270221254987,13785
000016,2023,0.010663914688682491,0.003898635477582846,0.0028093108588464625,17442
000017,2019,0.005050124368734454,0.006331499208562599,0.004447124444109445,13267
000017,2021,0.00823293172690763,0.005823293172690763,0.004417670682730923,14940
000017,2022,0.008090914705700699,0.005496880983262307,0.0037675251683033785,16191
000017,2023,0.008679071602340719,0.0060490499046617135,0.004010783088960484,15209
000019,2018,0.006071242233078784,0.00426884219513352,0.00332021059621496,21083
000019,2019,0.007876329865397049,0.004408393581378946,0.003291600540762946,17013
000019,2020,0.007692752617271097,0.005089941581352305,0.004338018393197987,17289
000019,2021,0.008604651162790697,0.00622093023255814,0.00436046511627907,17200
000019,2022,0.007192766132346897,0.007449650637073571,0.0034936292642827787,19464
000019,2023,0.007302054383957278,0.007411040270284998,0.0032150836466677563,18351
000020,2015,0.007104194857916103,0.005412719891745603,0.005074424898511502,11824
000020,2016,0.006811653672548215,0.005826836274107509,0.004185473943373,12185
000020,2017,0.0057476425684777725,0.0052986079928154465,0.005118994162550516,11135
000020,2018,0.004411074612857813,0.006194274988268419,0.005349601126231816,10655
000020,2019,0.004329004329004329,0.005501443001443001,0.005050505050505051,11088
000020,2020,0.004668352460610776,0.005738183232834079,0.00583544057576347,10282
000020,2021,0.004310344827586207,0.005227439471753485,0.0054108584005869405,10904
000020,2021,0.004300878477306003,0.005215959004392387,0.005398975109809663,10928
000021,2023,0.0110912343470483,0.004293381037567084,0.0054382826475849735,13975
000023,2022,0.019190031152647974,0.00485981308411215,0.005233644859813084,16050
000023,2022,0.012926391382405745,0.005026929982046679,0.005437291613234163,19495
000023,2022,0.01004228329809725,0.003582334977683815,0.0045806906272022555,17028
000023,2022,0.005952883559908807,0.003673055813560753,0.004897407751414337,23686
000023,2022,0.010539742212674544,0.009935553168635876,0.008861439312567132,14896
000023,2023,0.011777716339507879,0.005252972076306331,0.005916505391208184,18085
000023,2023,0.014856818826197903,0.007314998582364616,0.007371703997731784,17635
000023,2023,0.018234097762816467,0.008065081702784206,0.006311803071744161,14259
000023,2023,0.012231759656652361,0.004721030042918455,0.004434907010014306,13980
000023,2023,0.009963484611371936,0.004694835680751174,0.003912363067292645,19170
000023,2023,0.00945734411687973,0.004826506652752413,0.004891729715627446,15332
000023,2023,0.02071512686007922,0.003800449630660529,0.004978053741569425,18682
000023,2023,0.01052444864896825,0.005676107136522202,0.004079702004375333,16913
000023,2023,0.011436639604659371,0.007765619484645252,0.006847864454641722,14165
000026,2016,0.007755205260052263,0.0013487313495743067,0.0042990811767681025,11863
000026,2017,0.009248656742711178,0.0012331542323614903,0.005108781819783317,11353
000026,2018,0.009698996655518394,0.0015050167224080267,0.004013377926421404,11960
000026,2019,0.008544015687373065,0.0018208558022270466,0.004482106590097346,14279
000026,2020,0.009952574978291363,0.002137465767149823,0.0048092979760871015,14971
000026,2021,0.008956948858711355,0.003178272175671771,0.0029615718000577866,13844
000026,2022,0.007192707591511181,0.004628970232160661,0.004913829938755163,14042
000026,2023,0.00758736412052236,0.003939592908732764,0.005033924272269643,13707
000027,2014,0.008410358897493546,0.001915230243983679,0.004413356649179782,12009
000027,2015,0.00798464491362764,0.002687140115163148,0.003147792706333973,13025
000027,2016,0.009555523382076155,0.0024612711741711308,0.002823222817431591,13814
000027,2017,0.009198130702470143,0.003338031303315778,0.0037831021437578815,13481
000027,2018,0.011064062286572873,0.005053954377817238,0.0038246141237535856,14642
000027,2019,0.010114052076608565,0.003514812423785955,0.004447313679076107,13941
000027,2021,0.011675302245250431,0.0030397236614853195,0.003937823834196891,14475
000027,2022,0.010738340322785615,0.004701995170923879,0.004574914220358368,15738
000027,2023,0.01104213919064104,0.005252477020413036,0.004536230153993077,16754
000028,2014,0.009308510638297872,0.0016097424412094064,0.005039193729003359,14288
000028,2015,0.007120672676312401,0.0015150367396409364,0.005302628588743277,13201
000028,2016,0.009238864415075869,0.0028144884973078806,0.003915810083210965,16344
000028,2017,0.009214769959849932,0.0036859079839399725,0.004212466267359968,15193
000028,2018,0.011797820098215355,0.002635046113306983,0.0044915558749550845,16698
000028,2019,0.01088348271446863,0.002880921895006402,0.0044014084507042256,12496
000028,2021,0.014585414585414586,0.0029304029304029304,0.002863802863802864,15015
000028,2022,0.018068815275197027,0.00358813352982636,0.004933683603511245,15607
000028,2023,0.01803793785639474,0.003956708949144652,0.004713138601187013,17186
000029,2020,0.008745302110436542,0.0026019080659150044,0.005131540907776814,13836
000029,2020,0.016798357493933925,0.011261121134822373,0.009083556274497605,16073
000029,2020,0.010577281191806332,0.0054376163873370575,0.005735567970204841,13425
000029,2020,0.019485683987274655,0.010670731707317074,0.008085896076352067,15088
000029,2021,0.00793425899688297,0.007721734202323604,0.006234060640408047,14116
000029,2021,0.007001862197392923,0.003798882681564246,0.00409683426443203,13425
000029,2022,0.004599406528189911,0.004599406528189911,0.005267062314540059,13480
000029,2022,0.00340697914515796,0.007020441874870948,0.007020441874870948,9686
000029,2023,0.00479221265443654,0.005466117558966679,0.006065144140771247,13355
000030,2014,0.009138269707062944,0.004099410709710479,0.004611837048424289,11709
000030,2015,0.009338138925294889,0.0040137614678899085,0.004341415465268676,12208
000030,2016,0.007959995917950812,0.0037758954995407695,0.004082049188692724,9799
000030,2017,0.008819538670284939,0.0021321961620469083,0.0042643923240938165,10318
000030,2018,0.00895117540687161,0.002802893309222423,0.0037070524412296563,11060
000030,2019,0.013059533459425381,0.0032423669278573357,0.0036926956678375216,11103
000030,2021,0.012052969629688368,0.0022202838791531205,0.003568313377210372,12611
000030,2022,0.01058790749512399,0.0031345778768459183,0.0036918361660629702,14356
000030,2023,0.011416164728953635,0.0019610589718447964,0.0031517019190362796,14278
000031,2023,0.009852216748768473,0.00303951367781155,0.0037731893931453727,9541
000032,2019,0.012944009632751354,0.005839855508729681,0.00559903672486454,16610
000032,2020,0.01184804413239719,0.0038866599799398196,0.004638916750250752,15952
000032,2020,0.020335114385018414,0.004409399802873891,0.00456502567826944,19277
000032,2020,0.01947065842282243,0.006399826445384532,0.0039049788480312398,18438
000032,2020,0.009703690868133772,0.005602726275053428,0.00352336394616762,17313
000032,2020,0.014587751429856693,0.003984319773793458,0.00449842555105713,15561
000032,2020,0.02379425346331452,0.011223704463827604,0.008530015392508979,15592
000032,2021,0.015150566581105616,0.001064295999499155,0.002629437175233206,15973
000032,2022,0.011824080749819756,0.002066810862773372,0.0037971641432347995,20805
000032,2023,0.015096089443041888,0.0012365397496007008,0.0036065742696687105,19409
000034,2016,0.009218075162766712,0.003996647972668085,0.0054792754463997935,15513
000034,2017,0.008316987053746568,0.004472342094939192,0.005413887799136916,12745
000034,2018,0.00852242462980718,0.003835091083413231,0.004421007776712475,18774
000034,2019,0.009702540533639729,0.004021447721179625,0.005234265287884591,15666
000034,2020,0.010942398721337678,0.0025204401549148584,0.004364664658511096,16267
000034,2021,0.013357130519891762,0.0029938395992860846,0.004490759398929126,17369
000034,2022,0.01189587111917209,0.0036274405206444043,0.005281126640349941,18746
000034,2023,0.012898773820266468,0.0033441265459950103,0.005998195233292637,18839
000035,2014,0.009348524685947998,0.0032135553607946245,0.0035787321063394683,13692
000035,2015,0.008430293318470006,0.002717201978680415,0.003971295199609838,14353
000035,2016,0.007966195622055972,0.002632308118592408,0.003117206982543641,14436
000035,2017,0.0070678513731825526,0.001884760366182014,0.0037022078621432417,14856
000035,2018,0.006002695087590347,0.0025725836089672913,0.003675119441381845,16326
000035,2019,0.009038785834738617,0.0034401349072512646,0.004654300168634064,14825
000035,2021,0.008288530465949821,0.002837514934289128,0.004106929510155317,13392
000035,2022,0.008377167348529125,0.002532631989090201,0.003636599779206442,15399
000035,2023,0.011119936457505957,0.002515223722531109,0.004633306857294149,15108
000036,2014,0.007425564126595055,0.0033883642131064813,0.004181385624684594,13871
000036,2015,0.007967560645941524,0.0022764458988404354,0.00433947499466458,14057
000036,2016,0.009102730819245773,0.0025285363386793815,0.0044791215142320475,13842
000036,2017,0.011369288708875151,0.0022027996873445607,0.00461877353798053,14073
000036,2018,0.011184165932352741,0.0016267877719785807,0.0035247068392869245,14753
000036,2019,0.010246364800723273,0.0030889776237474575,0.004671136894447374,13273
000036,2020,0.008248259076465418,0.0029071732810492866,0.004529781623960516,14791
000036,2021,0.009919081179848603,0.007113025319759853,0.004502740798747063,15324
000036,2021,0.009919081179848603,0.007113025319759853,0.004502740798747063,15324
000036,2022,0.010745511579790428,0.006273776947206835,0.005205900020022692,14983
000036,2023,0.008458308338332334,0.006898620275944811,0.005218956208758248,16670
000037,2020,0.005373204064945684,0.0017521317603083752,0.003387454736596192,17122
000037,2020,0.006959793087232542,0.003385845285680696,0.004561486009875382,21265
000037,2021,0.009628034924052146,0.00651835904796077,0.0035282860901806002,16722
000037,2022,0.009705269425424233,0.007621315867817803,0.004465614766299494,16795
000037,2023,0.012368174037877534,0.006957097896306112,0.004085914637513114,18111
000038,2018,0.016262450059085026,0.007990546395813404,0.005064430814247932,17771
000038,2018,0.015230908963878992,0.0071263885977782436,0.0035631942988891218,14313
000038,2018,0.006294547810793298,0.003980375821531056,0.004720910858094974,10803
000038,2020,0.015040650406504066,0.00548780487804878,0.0035230352303523035,14760
000039,2014,0.017489421720733426,0.006318758815232722,0.00767277856135402,17725
000039,2016,0.017227138643067845,0.007079646017699115,0.006902654867256637,16950
000039,2017,0.02036721179893649,0.004013243704223939,0.004916223537674325,19934
000042,2014,0.008697135061391541,0.0007673942701227831,0.005883356070941337,11728
000042,2015,0.010227368776941931,0.002789282393711436,0.0034654720649142084,11831
000042,2017,0.00909164704927348,0.003247016803311957,0.004464648104553941,12319
000042,2018,0.0063461843566555605,0.0033317467872441696,0.004521656354117087,12606
000042,2019,0.007520443925233645,0.003431658878504673,0.005476051401869159,13696
000042,2021,0.006952674409417713,0.0052145058070632855,0.00355534486845224,12657
000042,2022,0.00776158746430402,0.005418466720363183,0.004173683825144614,13657
000042,2023,0.008148655852562638,0.0060162973117051256,0.00441702840606199,13131
000045,2015,0.012480626478505587,0.00236560894037034,0.004404926992413737,12259
000045,2017,0.014817781337605127,0.0025363769857161926,0.00473902015752236,14982
000045,2018,0.014648040146480402,0.004814865048148651,0.005967720059677201,14746
000045,2019,0.013571750176883,0.0035376599987135783,0.005338650543513218,15547
000045,2021,0.01210077365602063,0.005091582357997752,0.0038352178800502546,15123
000045,2022,0.012583562721195438,0.005392955451940902,0.004044716588955677,17801
000049,2014,0.01058464161398025,0.002912552390424096,0.007530013497194004,14077
000049,2016,0.011311172668513388,0.003770390889504463,0.007771622037550016,12996
000049,2018,0.01138766878151944,0.0027655767040832926,0.003904343582235237,12294
000049,2021,0.013918230396421026,0.006772710326829874,0.006772710326829874,16094
000049,2022,0.014893742273503267,0.007358568316948254,0.006593277211985636,16987
000049,2023,0.013791556876156304,0.008633738857431182,0.007288221113415933,17837
000050,2014,0.010161056196861824,0.004147369876270132,0.0037326328886431188,14467
000050,2015,0.009909493294576204,0.00436017704961353,0.004294113760983022,15137
000050,2016,0.010463474130183592,0.004750288868917704,0.00404416484786237,15578
000050,2018,0.009605013097745134,0.004468642457239714,0.003235913503518414,19469
000050,2019,0.011201256215650353,0.0049201779638838004,0.0035069353572363257,19105
000050,2021,0.014884901632723706,0.005942421969653263,0.005942421969653263,17333
000050,2022,0.01408864103316701,0.005635456413266803,0.0059289697681244495,17035
000050,2023,0.01539563193698532,0.0029239766081871343,0.00322234156820623,16758
000055,2020,0.0058443824145150034,0.0032274947662247035,0.004274249825540823,11464
000055,2021,0.011118619079796057,0.006020025800110572,0.0052828797837705015,16279
000055,2022,0.011070538457079927,0.005969976236016925,0.005738132498695879,17253
000055,2023,0.015156580853672127,0.005516549648946841,0.004680708793045804,17946
000056,2020,0.010230518833455125,0.0035208928452800108,0.003388028964326048,15053
000056,2020,0.01697792869269949,0.010510146333575875,0.00873150618481688,12369
000056,2020,0.011349405134627427,0.003678772698810269,0.004539762053850971,12776
000056,2020,0.016678564475306638,0.0072035823220195985,0.005321565318969434,15409
000056,2021,0.0051316677920324105,0.007427413909520594,0.00337609723160027,14810
000056,2022,0.0052003882956594095,0.007627236166967134,0.00457634170018028,14422
000056,2023,0.01415728746372195,0.0034685354286118778,0.005025837049621292,14127
000056,2023,0.013466413181242079,0.00594106463878327,0.005069708491761723,12624
000058,2022,0.012087227414330218,0.004485981308411215,0.00485981308411215,16050
000058,2022,0.020706870142395188,0.004254836330629149,0.005105803596754978,17627
000058,2022,0.013103138004723878,0.0037116184906084804,0.0058486109548982115,17782
000058,2022,0.014459621649425616,0.00400068583185689,0.004572212379265017,17497
000058,2023,0.008009072223403501,0.008717839676802041,0.007512935006024523,14109
000058,2023,0.014883346741753822,0.006033789219629927,0.006301957629391257,14916
000058,2023,0.012039981826442525,0.007666969559291231,0.00528169014084507,17608
000058,2023,0.019471488178025034,0.008245579177428968,0.006954102920723227,20132
000058,2023,0.016729868391701985,0.010651349542716931,0.0065246486727637745,17932
000058,2023,0.013573169928180799,0.008367925149897872,0.0075113658825854916,15177
000059,2022,0.007486285898676993,0.004711197160374314,0.005550177476605357,15495
000059,2023,0.008844953173777315,0.005658168574401665,0.0053329864724245574,15376
000060,2022,0.007725535803289583,0.0045688652600099685,0.0063964113640139555,12038
000060,2023,0.009693877551020408,0.004506802721088435,0.006972789115646258,11760
000062,2023,0.017976793593724463,0.0022879555482922045,0.0026148063409053767,12238
000062,2023,0.014445300462249615,0.005778120184899846,0.005970724191063174,20768
000062,2023,0.011292952472975421,0.004046138051814723,0.004106528171991062,16559
000062,2023,0.005503428365211115,0.00577408877661494,0.00866113316492241,11084
000063,2014,0.010995937806415465,0.009034878834570667,0.004552458327496848,14278
000063,2015,0.014536340852130326,0.0067311134980307915,0.0051557465091299675,13965
000063,2016,0.01289134438305709,0.008184980560671169,0.004979196507741627,14661
000063,2017,0.013126491646778043,0.007089709392110066,0.00484346483223361,14246
000063,2018,0.008924529522084976,0.009571234559917222,0.004526935264825713,15463
000063,2019,0.012163392740991284,0.006374398334851047,0.004683231429686484,15374
000063,2020,0.009668083010037564,0.005911694069831886,0.004741671285177659,16239
000063,2021,0.012680683311432326,0.005387647831800263,0.006241787122207621,15220
000063,2022,0.013846793843228145,0.006121114874903429,0.006299399774172461,16827
000063,2023,0.017475221700573813,0.006911841418883673,0.005933750652060511,15336
000065,2014,0.006259780907668232,0.0020344287949921754,0.004303599374021909,12780
000065,2015,0.00945736434108527,0.0020155038759689923,0.005193798449612403,12900
000065,2019,0.0068214456677836285,0.005983724269985639,0.006881282910483485,16712
000065,2020,0.009221089173356477,0.00477326968973747,0.004990236493816446,9218
000065,2021,0.010302264554378462,0.005053941102147925,0.005345514627271844,10289
000065,2022,0.010172828702690878,0.0075475825858674255,0.007875738350470356,9142
000065,2022,0.010205201360693516,0.007571601009546802,0.00790080105344014,9113
000065,2023,0.007626621471872759,0.005345153510201421,0.006974773482823805,15341
000066,2016,0.007082229550737958,0.0035681461858679785,0.005892847488781964,18497
000066,2017,0.00725520309272891,0.002965630461261452,0.004607318752316899,18883
000066,2018,0.009583722416080995,0.002064186366540522,0.004177520027522485,20347
000066,2019,0.011808606112134523,0.0018893769779415239,0.004062160502574276,21171
000066,2021,0.007866084704302365,0.0033574751786656434,0.004508609525636721,20849
000066,2022,0.010407285099569698,0.003752626838787151,0.004603222255578905,19986
000068,2014,0.006672025723472669,0.003938906752411576,0.003054662379421222,12440
000068,2016,0.008258422860483812,0.0039465029598772195,0.005554337499086457,13683
000068,2017,0.00892492165145115,0.0029295544352091565,0.004360267066357814,14678
000068,2019,0.009968799939121833,0.0032722015067346475,0.004565862567536717,13141
000068,2020,0.006475732692436077,0.0038053274584418186,0.005674611122237799,14979
000068,2021,0.008611955420466059,0.0028495440729483282,0.003482776089159068,15792
